,Species,Color,Processing Method,Country of Origin,Region,Producer,Harvest Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Category Two Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
138,Arabica,Bluish-Green,Washed / Wet,Kenya,nyeri,Sasini,2012,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84.67,0.11,0,0,0,m,2000,2000,2000
139,Arabica,Green,Washed / Wet,Guatemala,oriente,AGROPECUARIA QUIAGRAL,2012,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,0,0,4,ft,1310.64,1310.64,1310.64
140,Arabica,Green,Washed / Wet,Guatemala,acatenango,SERTRASA,2012,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,0,0,4,ft,1524,1524,1524
141,Arabica,,Washed / Wet,Mexico,el remudadero,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",2012,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84.67,0.13,0,0,3,m,1200,1200,1200
142,Arabica,Blue-Green,Washed / Wet,Uganda,mbale,,2012,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84.67,0.11,0,0,3,m,1700,1850,1775
143,Arabica,,,Peru,"penachi, cecanor",CECANOR,,7.67,7.83,7.75,7.75,7.92,7.83,10,10,10,7.92,84.67,0,0,0,3,m,NA,NA,NA
144,Arabica,,,Ethiopia,sidamo,Sidama Coffee Farmers Coop. Union,2009,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84.67,0.2,0,0,3,m,1500,2000,1750
145,Arabica,Blue-Green,Washed / Wet,Kenya,nyeri,JUNGLE ESTATE,,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84.58,0.11,0,0,5,m,1754,1754,1754
146,Arabica,Blue-Green,Washed / Wet,Colombia,santander,,2016,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84.58,0,0,0,4,m,1500,1500,1500
147,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2016,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84.58,0,0,1,5,m,NA,NA,NA
148,Arabica,Bluish-Green,Washed / Wet,Kenya,nyeri,BLEND,2013,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84.58,0.1,0,0,2,m,1800,1800,1800
149,Arabica,Green,Washed / Wet,Guatemala,jalapa,ROBERTO MONTERROSO,2014,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84.58,0.11,0,0,1,ft,1524,1524,1524
150,Arabica,Green,Washed / Wet,Guatemala,oriente,AMILCAR LAPOLA,2014,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84.58,0.09,0,0,0,ft,1219.2,1219.2,1219.2
151,Arabica,,Washed / Wet,Colombia,santander,,2013,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84.58,0,0,0,0,m,1550,1550,1550
152,Arabica,,Washed / Wet,Colombia,huila,La Plata,2013,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84.58,0,0,0,5,m,1600,1900,1750
153,Arabica,Green,Washed / Wet,Kenya,,changeru wet mill,2013,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84.58,0,0,0,0,m,NA,NA,NA
154,Arabica,Green,Washed / Wet,Colombia,huila,,2012,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84.58,0,0,0,2,m,1750,1750,1750
155,Arabica,Bluish-Green,Semi-washed / Semi-pulped,Costa Rica,tres rios,,2012,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84.58,0.12,0,0,2,m,1450,1700,1575
156,Arabica,Green,Washed / Wet,Colombia,huila,varios,2012,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84.58,0.11,0,0,6,m,1800,1800,1800
157,Arabica,Green,Semi-washed / Semi-pulped,Brazil,vale da grama,Homero Texeira de Macedo Junior,2011,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84.58,0.12,0,0,2,m,1300,1300,1300
158,Arabica,Blue-Green,Semi-washed / Semi-pulped,Brazil,mountains of minas gerais,Geraldo Paixão,2011,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,0,1,m,1100,1100,1100
159,Arabica,Bluish-Green,Washed / Wet,Costa Rica,valle central,Various,2017,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84.5,0.1,0,0,2,m,1200,1200,1200
160,Arabica,Green,Washed / Wet,Uganda,eastern uganda,Kawacom Uganda Ltd,2016,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84.5,0.11,0,0,1,m,1750,1750,1750
161,Arabica,Green,Washed / Wet,China,yunnan,Menglian Ban’an Coffee Processing Factory,2015,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84.5,0.1,0,0,1,m,1680,1680,1680
162,Arabica,Green,Washed / Wet,Costa Rica,tarrazu,Coopetarrazú,2014,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84.5,0.11,0,0,0,m,1700,1700,1700
163,Arabica,Green,Washed / Wet,Colombia,cauca,,2015,8.08,7.67,7.83,7.83,7.67,7.67,10,10,10,7.75,84.5,0.12,1,0,0,m,1800,1800,1800
164,Arabica,Green,Washed / Wet,China,yunnan,"PUER JIANGCHENG FUWANG COFFEE BIOTECHNOLOGY CO., LTD",2013,7.67,8,7.75,7.83,7.75,7.58,10,10,10,7.92,84.5,0,0,0,2,m,1100,1100,1100
165,Arabica,Green,Washed / Wet,Guatemala,oriente,LUIS RODRIGUEZ,2013,8.17,7.83,7.67,7.83,7.67,7.83,10,10,10,7.5,84.5,0.11,0,0,2,ft,1310.64,1310.64,1310.64
166,Arabica,Blue-Green,Washed / Wet,Kenya,nyeri,,2012,7.92,7.83,7.67,8,7.67,7.75,10,10,10,7.67,84.5,0.11,0,0,0,m,2000,2000,2000
167,Arabica,Green,Washed / Wet,Mexico,hustusco,MARIA IMELDA USCANGA MARTINEZ,2012,8,7.92,7.42,8.08,7.5,7.67,10,10,10,7.92,84.5,0.12,0,0,0,m,1350,1350,1350
168,Arabica,,Washed / Wet,Mexico,jaltenango,SANTIAGO JOSE ARGUELLO CAMPOS,2012,7.92,7.83,7.75,7.75,7.75,7.83,10,10,10,7.67,84.5,0.11,0,0,4,m,1500,1500,1500
169,Arabica,Green,Washed / Wet,Guatemala,"el tumbador, san marcos","AGRICOLA NUEVA GRANADA, S.A",2012,7.67,8,7.67,8,7.5,7.83,10,10,10,7.83,84.5,0.11,0,0,2,m,NA,NA,NA
172,Arabica,Blue-Green,Washed / Wet,Costa Rica,tarrazu,Beneficio San Diego,2016,7.58,7.83,7.83,8,7.67,7.58,10,10,10,7.92,84.42,0.1,0,0,3,m,1300,1300,1300
173,Arabica,Blue-Green,Other,Indonesia,sumatra brastagi,Surbakti,2017,7.67,7.67,7.83,7.58,7.83,7.83,10,10,10,8,84.42,0,0,0,3,m,1400,1400,1400
174,Arabica,Green,Natural / Dry,Colombia,pitalito,FRANKLIN DUSSAN,2015,7.92,7.83,7.75,7.67,7.92,7.67,10,10,10,7.67,84.42,0,0,0,1,m,NA,NA,NA
175,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2014,7.92,7.75,7.67,7.92,7.67,7.75,10,10,10,7.75,84.42,0,0,0,3,m,1600,1950,1775
176,Arabica,Blue-Green,Washed / Wet,Taiwan,"mountain ali, taiwan",Kao Ming Lee,2012,7.83,7.83,7.75,8,7.5,7.75,10,10,10,7.75,84.42,0.11,0,0,0,m,1200,1200,1200
177,Arabica,Blue-Green,Natural / Dry,United States (Hawaii),kona,,2012,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,84.42,0.11,0,0,1,ft,NA,NA,NA
178,Arabica,,Washed / Wet,Mexico,tapachula,MARIA AMALIA GUADALUPE TORIELLO ELORZA,2012,7.75,7.92,7.75,7.67,7.83,7.67,10,10,10,7.83,84.42,0.12,2,0,4,m,900,900,900
179,Arabica,,,Ethiopia,limu,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",2009,7.5,7.75,7.83,7.92,7.92,7.75,10,10,10,7.75,84.42,0.2,0,0,2,m,NA,NA,NA
180,Arabica,Green,Washed / Wet,Kenya,nyeri,mutheka,2017,7.33,7.58,7.83,7.75,7.75,7.92,10,10,10,8.17,84.33,0.11,0,0,4,m,1800,1800,1800
181,Arabica,Green,,Honduras,comayagua,Nahun Maldonado,2016,7.92,8,7.75,7.67,7.67,7.75,10,10,10,7.58,84.33,0.1,0,0,3,m,1500,1500,1500
182,Arabica,Green,Washed / Wet,Colombia,huila,,2016,7.58,7.75,7.5,7.83,7.67,8.5,10,10,10,7.5,84.33,0,0,3,5,m,NA,NA,NA
183,Arabica,Green,Washed / Wet,Honduras,central region,Reinerio Zepeda,2016,7.58,7.92,7.58,7.75,7.92,7.75,10,10,10,7.83,84.33,0.11,0,1,2,m,1500,1500,1500
184,Arabica,,,Colombia,la plata,,2016,7.67,7.67,7.75,7.83,7.75,7.83,10,10,10,7.83,84.33,0,0,2,4,m,NA,NA,NA
185,Arabica,Green,Natural / Dry,Colombia,huila,FRANKLIN DUSSAN / ANDRES RODRIGUEZ/HIPOLITO TORRES,2015,7.75,7.67,8,7.67,8.08,7.83,10,10,10,7.33,84.33,0.11,6,0,0,m,442,442,442
186,Arabica,Green,Washed / Wet,Colombia,huila,,2013,7.75,7.58,7.33,7.83,7.58,8.08,10,10,10,8.17,84.33,0,0,0,0,m,1800,1800,1800
187,Arabica,Blue-Green,Washed / Wet,Mexico,tuxtla gutierrez,VICTOR HUGO MELCHOR CORDOVA,2012,8,7.75,7.75,7.83,7.5,7.67,10,10,10,7.83,84.33,0.12,0,0,1,m,1700,1700,1700
188,Arabica,,,Brazil,vale da grama,Lucia Maria da Silva Dias,2011,8.17,8,7.5,7.75,7.5,7.67,10,10,10,7.75,84.33,0,0,0,4,m,1200,1350,1275
189,Arabica,,,Brazil,south of minas,Antônio Pelucio,2011,8,8,7.5,7.5,7.67,7.75,10,10,10,7.92,84.33,0.02,0,0,2,m,900,1200,1050
190,Arabica,,,Ethiopia,limu,Oromia Coffee Farmers Cooperative Union,,7.75,7.75,7.92,7.75,7.5,7.92,10,10,10,7.75,84.33,0,0,0,1,ft,1097.28,1889.76,1493.52
191,Arabica,,,Guatemala,nuevo oriente,Miguel Hernandez,2009,7.5,7.67,7.75,7.67,7.92,7.92,10,10,10,7.92,84.33,0.04,1,0,1,ft,1341.12,1432.56,1386.84
192,Arabica,Blue-Green,Washed / Wet,Taiwan,國姓鄉 guoshing township,黃美桃 Huang Mei Tao,2016,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,84.25,0.12,0,0,0,m,1000,1000,1000
193,Arabica,Green,Natural / Dry,Thailand,chiang rai thailand,Matsuzawa Coffee,2015,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,0,0,0,m,1200,1200,1200
194,Arabica,Green,Natural / Dry,Colombia,nariño,JOSE ALBEIRO GOMEZ,2016,7.83,7.58,7.75,7.58,7.67,8,10,10,10,7.83,84.25,0.11,0,0,2,m,2560,2560,2560
195,Arabica,Green,Washed / Wet,Guatemala,antigua,FINCA MEDINA,2016,7.75,7.75,7.58,7.92,7.75,7.75,10,10,10,7.75,84.25,0.11,0,4,4,m,1500,1500,1500
196,Arabica,Green,Washed / Wet,Guatemala,huehuetenango,HORACIO CIFUENTES MARTINEZ,2015,7.75,7.92,7.5,8.08,7.58,7.67,10,10,10,7.75,84.25,0.1,0,0,1,ft,1099.4136,1099.4136,1099.4136
197,Arabica,Green,Natural / Dry,China,yunnan,Menglian County Nayun Town Mangzhang Coffee Farm,2015,7.83,7.83,7.58,7.75,7.75,7.75,10,10,10,7.75,84.25,0.1,0,0,1,m,1400,1400,1400
198,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2015,7.67,7.67,7.75,7.75,7.67,7.92,10,10,10,7.83,84.25,0.11,0,0,3,m,1600,1950,1775
199,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2015,7.83,7.67,7.75,7.58,7.92,7.75,10,10,10,7.75,84.25,0.12,4,0,2,m,1600,1950,1775
200,Arabica,Green,Washed / Wet,Colombia,cauca,,2015,7.83,7.75,7.83,7.58,7.67,7.75,10,10,10,7.83,84.25,0.12,0,0,0,m,1800,1800,1800
201,Arabica,Green,Natural / Dry,Colombia,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,2015,7.42,7.67,7.83,7.75,7.92,7.83,10,10,10,7.83,84.25,0.12,3,0,0,m,442,442,442
202,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",shizingo village,Tembo Coffee Company Ltd,2014,7.83,7.67,7.75,7.83,7.67,7.67,10,10,10,7.83,84.25,0.12,0,0,7,m,1620,1620,1620
203,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",mbeya,Taylor Winch (T) ltd,2014,7.83,7.75,7.75,7.75,7.67,7.75,10,10,10,7.75,84.25,0.12,0,0,2,m,1600,1600,1600
204,Arabica,Green,Other,Guatemala,oriente,AMILCAR LAPOLA,2014,7.83,7.83,7.5,7.92,7.58,7.75,10,10,10,7.83,84.25,0.1,0,0,1,ft,1219.2,1219.2,1219.2
205,Arabica,Green,Washed / Wet,Colombia,cauca,,2013,7.58,7.5,7.75,7.83,7.92,7.83,10,10,10,7.83,84.25,0.11,0,0,2,m,1700,1700,1700
206,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2012,7.33,7.92,7.92,7.92,7.92,8.08,10,10,9.33,7.83,84.25,0.11,1,0,1,ft,NA,NA,NA
207,Arabica,Green,Semi-washed / Semi-pulped,Mexico,san pedro cotzilnam,JESUS SALAZAR VELASCO,2012,7.83,7.92,7.67,7.83,7.5,7.75,10,10,10,7.75,84.25,0.12,0,0,1,m,1450,1450,1450
208,Arabica,Green,Washed / Wet,Mexico,veracruz,MANUEL HERRERA JUAREZ,2012,7.83,7.83,7.75,7.67,7.83,7.58,10,10,10,7.75,84.25,0.12,0,0,0,m,1170,1170,1170
209,Arabica,Bluish-Green,Washed / Wet,Mexico,"la concordia, chiapas",ERNST POHLENZ AGUILAR,2012,7.83,7.92,7.67,7.75,7.5,7.75,10,10,10,7.83,84.25,0.1,0,0,4,m,1400,1400,1400
210,Arabica,Green,Natural / Dry,Uganda,kasese,,2012,8.17,7.75,7.58,7.67,7.83,7.58,10,10,10,7.67,84.25,0.13,4,0,29,m,1700,1700,1700
211,Arabica,Green,Washed / Wet,Guatemala,san marcos,JORGE LEAL,2017,7.75,7.83,7.58,7.83,7.67,7.75,10,10,10,7.75,84.17,0.13,0,0,1,m,1700,1700,1700
212,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2016,7.83,7.75,7.58,7.67,7.75,7.83,10,10,10,7.75,84.17,0,0,0,2,m,NA,NA,NA
213,Arabica,Bluish-Green,Washed / Wet,Costa Rica,tarrazu,Los Angeles Micro-Mill (Ricardo Calderón),2016,7.92,7.75,7.67,7.67,7.5,7.67,10,10,10,8,84.17,0.09,0,0,2,m,1700,1700,1700
214,Arabica,Green,Washed / Wet,Guatemala,huehuetenango,DARY COLMAN ALVARADO VILLATORO,2016,7.75,7.75,7.58,8,7.67,7.83,10,10,10,7.58,84.17,0.11,0,0,6,ft,1116.7872,1116.7872,1116.7872
215,Arabica,Green,Washed / Wet,Guatemala,solola,FERNANDO FAHSEN,2016,7.75,7.92,7.58,7.92,7.67,7.67,10,10,10,7.67,84.17,0.1,0,1,10,m,1565,1565,1565
216,Arabica,Green,Washed / Wet,Guatemala,norte,CHAPULTEPEC,2016,7.58,7.83,7.58,7.83,7.83,7.67,10,10,10,7.83,84.17,0.1,0,0,2,m,3280,3280,3280
217,Arabica,Bluish-Green,Washed / Wet,Colombia,huila,La Plata,2015,8,7.5,7.5,7.67,8,7.83,10,10,10,7.67,84.17,0,0,0,0,m,1600,1950,1775
218,Arabica,Bluish-Green,Natural / Dry,Nicaragua,jinotega,COOPERATIVA EL GORRION RL,2015,7.67,7.83,7.83,7.5,7.67,7.83,10,10,10,7.83,84.17,0.12,0,0,0,m,900,1100,1000
219,Arabica,,Natural / Dry,Brazil,cerrado,MAURO GALHERI,2015,7.67,7.75,7.75,7.67,7.83,7.75,10,10,10,7.75,84.17,0,0,0,16,m,1150,1150,1150
220,Arabica,Blue-Green,Washed / Wet,Costa Rica,tarrazu,Martin Gutierrez,2014,7.67,7.75,7.67,7.75,7.5,8,10,10,10,7.83,84.17,0,0,0,0,m,1850,1850,1850
221,Arabica,Green,Natural / Dry,Ethiopia,snnprg; kafa; telo woreda; shada kebele,Tariku Oljira,2014,7.5,7.92,7.58,7.83,7.75,7.83,10,10,10,7.75,84.17,0.1,0,0,5,m,1545,1668,1606.5
222,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",arusha,Selian Coffee Estate,2014,7.92,7.75,7.75,7.75,7.75,7.58,10,10,10,7.67,84.17,0.13,0,0,0,m,1400,1400,1400
223,Arabica,Green,Washed / Wet,Colombia,huila,,2014,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,0.12,0,0,4,m,1530,1530,1530
224,Arabica,Bluish-Green,Washed / Wet,Guatemala,,,2013,7.67,7.75,7.67,7.75,7.75,7.75,10,10,10,7.83,84.17,0.11,0,0,0,m,NA,NA,NA
225,Arabica,Green,Washed / Wet,Kenya,kenya,,2013,7.58,7.75,7.75,7.75,7.75,7.83,10,10,10,7.75,84.17,0.08,0,0,0,m,1,500,250.5
226,Arabica,Green,Natural / Dry,Brazil,"minas gerais, br",Café do Paraíso,2012,7.58,7.83,7.75,7.67,7.67,8,10,10,10,7.67,84.17,0.11,0,0,3,m,894,1183,1038.5
227,Arabica,Green,Washed / Wet,Guatemala,oriente,"AGRICOLA MONTE VERDE, S.A.",2013,7.92,7.75,7.67,7.67,7.83,7.92,10,10,10,7.42,84.17,0.11,0,0,4,ft,1310.64,1310.64,1310.64
228,Arabica,Bluish-Green,Natural / Dry,El Salvador,apaneca,Aida Batlle,2013,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10,10,7.92,84.17,0.11,0,0,2,m,1500,1500,1500
229,Arabica,Green,Washed / Wet,Colombia,huila,,2012,7.75,7.75,7.75,7.75,7.83,7.75,10,10,10,7.58,84.17,0,0,0,2,m,1750,1750,1750
230,Arabica,Bluish-Green,Natural / Dry,Guatemala,guatemala,WILLIAM ESTUARDO MARTINEZ PACHECO,2012,7.83,7.5,7.5,8,7.83,7.83,10,10,10,7.67,84.17,0.11,0,0,2,m,NA,NA,NA
231,Arabica,Green,Washed / Wet,Uganda,mt. rwenzori,,2012,7.83,7.75,7.5,7.83,7.83,7.75,10,10,10,7.67,84.17,0.11,0,0,1,m,1500,1700,1600
232,Arabica,Bluish-Green,Natural / Dry,Indonesia,aceh tengah,ANTON GAYO,2017,7.81,7.88,7.56,7.75,7.63,7.75,10,10,10,7.75,84.13,0.12,0,0,0,m,NA,NA,NA
233,Arabica,Green,Washed / Wet,Colombia,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,2017,7.83,7.5,7.42,7.5,7.83,8.5,10,10,10,7.5,84.08,0,1,3,3,m,442,442,442
234,Arabica,Bluish-Green,Washed / Wet,Taiwan,"nanxi dist., tainan city 臺南市楠西區",CHANG YU LIANG 張玉良,2016,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,84.08,0.1,0,0,4,m,968,968,968
235,Arabica,Green,Washed / Wet,Guatemala,oriente,MARGARITA AVILA DE NUYENS,2016,8,7.75,7.5,7.58,7.92,7.67,10,10,10,7.67,84.08,0.1,0,0,4,m,NA,NA,NA
236,Arabica,,Washed / Wet,Colombia,huila,La Plata,2014,7.92,7.75,7.67,7.75,7.67,7.67,10,10,10,7.67,84.08,0,0,0,2,m,1600,1950,1775
237,Arabica,Bluish-Green,Washed / Wet,Guatemala,"aldea xeucalvitz, ixil region, quiche department",Asociacion de Productores de Cafe de la Region Ixil,2014,7.58,7.75,7.67,8,7.75,7.67,10,10,10,7.67,84.08,0.1,0,0,10,m,1550,1550,1550
238,Arabica,Green,Natural / Dry,United States (Hawaii),kona,,2012,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10,10,8,84.08,0.11,1,0,9,ft,NA,NA,NA
239,Arabica,Green,Washed / Wet,Mexico,santo domingo cacalotepec,ANDRES MARTINEZ LEON,2012,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08,0.11,1,0,10,m,1480,1480,1480
240,Arabica,,Natural / Dry,Ethiopia,"ethiopia, sidamo",,2012,7.92,7.92,7.83,8,7.92,7.92,10,10,8.67,7.92,84.08,0.09,0,0,15,m,1800,1800,1800
241,Arabica,None,Washed / Wet,Costa Rica,,,2017,7.58,7.75,7.67,7.75,7.83,7.75,10,10,10,7.67,84,0.08,1,2,13,m,NA,NA,NA
242,Arabica,Green,Natural / Dry,Ethiopia,sidamo,Kerchanshe Trading P.L.C,2017,7.83,7.75,7.67,7.75,7.33,7.75,10,10,10,7.92,84,0.11,3,11,1,m,1800,1800,1800
243,Arabica,Green,Washed / Wet,Honduras,comayagua,Nahun Maldonado,2017,7.42,7.83,7.75,7.92,7.75,7.58,10,10,10,7.75,84,0.1,0,0,5,m,1500,1500,1500
244,Arabica,Green,Washed / Wet,Guatemala,huehuetenango,OTONIEL VILLATORO LOPEZ,2015,7.67,7.83,7.58,7.92,7.75,7.67,10,10,10,7.58,84,0.12,0,0,7,ft,1658.112,1755.648,1706.88
245,Arabica,Green,Washed / Wet,Colombia,huila,,2014,7.67,7.67,7.83,7.58,7.58,7.83,10,10,10,7.83,84,0.11,2,0,7,m,1600,1600,1600
246,Arabica,Green,Natural / Dry,Guatemala,oriente,AMILCAR LAPOLA,2014,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84,0.1,0,0,1,ft,1219.2,1219.2,1219.2
247,Arabica,Green,Other,Guatemala,oriente,AMILCAR LAPOLA,2014,7.75,7.83,7.5,7.83,7.58,7.67,10,10,10,7.83,84,0.1,0,0,0,ft,1219.2,1219.2,1219.2
248,Arabica,Green,Washed / Wet,Colombia,huila,,2014,7.67,7.75,7.67,7.67,7.67,7.75,10,10,10,7.83,84,0.12,0,0,0,m,1480,1480,1480
249,Arabica,Green,Natural / Dry,Colombia,santander,,2014,7.58,7.42,7.75,7.92,7.75,7.92,10,10,10,7.67,84,0.12,0,0,0,m,1450,1450,1450
250,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2014,7.67,7.67,7.5,7.5,7.67,7.67,10,10,10,8.33,84,0.12,0,0,3,m,1600,1950,1775
251,Arabica,Green,Natural / Dry,Ethiopia,sidamo,,2013,7.75,7.75,7.5,7.58,7.67,7.92,10,10,10,7.83,84,0.09,4,0,40,m,1550,1550,1550
252,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Coffees,2013,7.58,7.83,7.67,7.25,8,7.75,10,10,10,7.92,84,0.1,0,0,0,m,1260,1260,1260
253,Arabica,Green,Washed / Wet,Colombia,cauca,,2013,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,84,0.11,0,0,1,m,1700,1700,1700
254,Arabica,Green,Washed / Wet,Kenya,blend,Blend of various producers,2012,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,84,0,0,0,2,m,1200,1200,1200
255,Arabica,Green,Washed / Wet,Thailand,thailand,Doi Tung Development Project,2012,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84,0.12,0,0,0,m,NA,NA,NA
256,Arabica,Bluish-Green,Washed / Wet,Kenya,central kenya,-,2012,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,84,0,0,0,0,m,1650,1650,1650
257,Arabica,Green,Washed / Wet,Uganda,kasese,,2012,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,84,0.1,10,0,26,m,1700,1700,1700
258,Arabica,,,Thailand,,,2011,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,84,0.06,0,0,0,m,NA,NA,NA
259,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agricola S.A,2017,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,83.92,0,0,0,3,m,890,890,890
260,Arabica,Green,Washed / Wet,Mexico,veracruz,CAFES TOMARI SA DE CV,2017,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,83.92,0.11,0,0,5,m,1300,1300,1300
261,Arabica,Bluish-Green,Natural / Dry,Thailand,chiangrai,"Phatang, Saveg",2015,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92,0.1,0,0,1,m,1350,1350,1350
262,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agricola,2016,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,83.92,0.11,0,2,7,m,934,934,934
263,Arabica,Green,Washed / Wet,Taiwan,"leye, alishan township, chiayi county 嘉義阿里山樂野村","FANG,ZHENG-LUN 方政倫",2015,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,83.92,0.11,0,0,3,m,1200,1200,1200
264,Arabica,Green,,Colombia,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,2016,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,83.92,0.11,1,0,2,m,442,442,442
265,Arabica,,,Colombia,la plata,,2016,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,83.92,0,1,3,5,m,NA,NA,NA
266,Arabica,Blue-Green,Natural / Dry,Taiwan,台灣,YANG TENG KO楊登嵙,2014,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,83.92,0,0,0,0,m,NA,NA,NA
267,Arabica,,Washed / Wet,Colombia,huila,,2015,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,83.92,0,0,0,0,m,NA,NA,NA
268,Arabica,None,Washed / Wet,Colombia,huila,,2014,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,83.92,0,1,0,1,m,NA,NA,NA
269,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2014,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,83.92,0,0,0,1,m,1600,1950,1775
270,Arabica,Green,Washed / Wet,Taiwan,台中和平區,張瑞宏,2014,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,83.92,0.06,0,0,0,m,950,950,950
271,Arabica,Green,Natural / Dry,Colombia,santander,,2014,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,83.92,0.12,0,0,3,m,1550,1550,1550
272,Arabica,Blue-Green,Washed / Wet,Mexico,xicotepec de juarez,OSCAR ORTEGA CARBALLO,2012,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,83.92,0.12,10,0,32,m,900,900,900
273,Arabica,,Washed / Wet,Mexico,la concordia,ARTURO LIEVANO MORENO,2012,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,83.92,0.11,0,0,2,m,1500,1500,1500
274,Arabica,Green,Washed / Wet,Mexico,la yerbabuena,coop,2012,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,83.92,0,0,0,2,m,1400,1400,1400
275,Arabica,Green,Washed / Wet,Colombia,nariño,Jose Albeiro gomez,2017,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83,0,1,0,6,m,2527,2527,2527
